entry_time,exit_time,entry_price,exit_price,qty,reason,bars_held,be_arm_time,be_arm_bar,pnl_points,pnl_dollars,session
2022-03-08 19:00:00-05:00,2022-03-09 02:20:00-05:00,13261.25,13407.25,1,TP Green,22,,,146.0,2920.0,2022-03-08
2022-03-09 19:00:00-05:00,2022-03-09 23:20:00-05:00,13735.25,13693.0,1,SL Yellow,13,,,-42.25,-845.0,2022-03-09
2022-03-10 00:40:00-05:00,2022-03-10 03:00:00-05:00,13710.0,13659.75,2,SL Yellow,7,,,-50.25,-2010.0,2022-03-10
2022-03-10 04:00:00-05:00,2022-03-10 05:00:00-05:00,13688.75,13601.25,1,SL Yellow,3,,,-87.5,-1750.0,2022-03-10
2022-03-10 19:00:00-05:00,2022-03-10 20:20:00-05:00,13594.25,13510.0,2,SL Yellow,4,,,-84.25,-3370.0,2022-03-10
2022-03-11 00:40:00-05:00,2022-03-11 03:00:00-05:00,13562.75,13543.75,1,SL Yellow,7,,,-19.0,-380.0,2022-03-11
2022-03-11 04:00:00-05:00,2022-03-11 06:20:00-05:00,13616.5,13805.5,2,TP Green,7,,,189.0,7560.0,2022-03-11
2022-03-13 19:00:00-04:00,2022-03-13 22:00:00-04:00,13344.25,13333.0,1,SL Yellow,9,,,-11.25,-225.0,2022-03-13
2022-03-14 01:00:00-04:00,2022-03-14 04:20:00-04:00,13351.75,13320.0,2,SL Yellow,10,,,-31.75,-1270.0,2022-03-14
2022-03-14 05:00:00-04:00,2022-03-14 07:00:00-04:00,13353.75,13357.0,1,SL Yellow,6,,,3.25,65.0,2022-03-14
2022-03-14 19:00:00-04:00,2022-03-15 01:40:00-04:00,13099.75,13078.75,1,SL Yellow,20,,,-21.0,-420.0,2022-03-14
2022-03-15 07:00:00-04:00,2022-03-15 08:00:00-04:00,13102.25,13104.0,2,Force Close,3,,,1.75,70.0,2022-03-15
2022-03-15 19:00:00-04:00,2022-03-16 01:40:00-04:00,13439.5,13557.75,1,TP Green,20,,,118.25,2365.0,2022-03-15
2022-03-16 19:00:00-04:00,2022-03-16 21:40:00-04:00,13955.25,13923.75,1,SL Yellow,8,,,-31.5,-630.0,2022-03-16
2022-03-16 22:00:00-04:00,2022-03-17 03:20:00-04:00,13941.0,13948.0,2,SL Yellow,16,,,7.0,280.0,2022-03-16
2022-03-17 03:40:00-04:00,2022-03-17 05:20:00-04:00,13969.25,13904.5,1,SL Yellow,5,,,-64.75,-1295.0,2022-03-17
2022-03-17 19:00:00-04:00,2022-03-17 21:20:00-04:00,14026.0,13975.5,2,SL Yellow,7,,,-50.5,-2020.0,2022-03-17
2022-03-17 21:40:00-04:00,2022-03-18 07:00:00-04:00,13994.25,14006.25,1,SL Yellow,28,,,12.0,240.0,2022-03-17
2022-03-18 08:20:00-04:00,2022-03-18 10:00:00-04:00,14013.5,14209.5,1,TP Green,5,,,196.0,3920.0,2022-03-18
2022-03-20 19:00:00-04:00,2022-03-20 21:40:00-04:00,14415.25,14348.5,1,SL Yellow,8,,,-66.75,-1335.0,2022-03-20
2022-03-20 22:20:00-04:00,2022-03-21 01:00:00-04:00,14371.5,14340.75,2,SL Yellow,8,,,-30.75,-1230.0,2022-03-20
2022-03-21 02:20:00-04:00,2022-03-21 08:00:00-04:00,14356.75,14391.0,1,Force Close,17,,,34.25,685.0,2022-03-21
2022-03-21 19:00:00-04:00,2022-03-22 04:40:00-04:00,14360.75,14425.5,1,TP Green,29,,,64.75,1295.0,2022-03-21
2022-03-22 19:00:00-04:00,2022-03-23 03:00:00-04:00,14656.0,14644.5,1,SL Yellow,24,,,-11.5,-230.0,2022-03-22
2022-03-23 03:40:00-04:00,2022-03-23 05:20:00-04:00,14652.0,14607.0,2,SL Yellow,5,,,-45.0,-1800.0,2022-03-23
2022-03-23 11:20:00-04:00,2022-03-23 13:00:00-04:00,14635.5,14564.75,1,SL Yellow,5,,,-70.75,-1415.0,2022-03-23
2022-03-23 19:00:00-04:00,2022-03-24 03:20:00-04:00,14480.75,14509.5,2,SL Yellow,25,,,28.75,1150.0,2022-03-23
2022-03-24 04:00:00-04:00,2022-03-24 06:00:00-04:00,14552.75,14518.0,1,SL Yellow,6,,,-34.75,-695.0,2022-03-24
2022-03-24 07:00:00-04:00,2022-03-24 07:40:00-04:00,14551.25,14521.25,2,SL Yellow,2,,,-30.0,-1200.0,2022-03-24
2022-03-24 19:00:00-04:00,2022-03-25 01:20:00-04:00,14748.5,14778.0,1,SL Yellow,19,,,29.5,590.0,2022-03-24
2022-03-25 02:00:00-04:00,2022-03-25 04:00:00-04:00,14786.25,14703.25,1,SL Yellow,6,,,-83.0,-1660.0,2022-03-25
2022-03-25 05:40:00-04:00,2022-03-25 08:00:00-04:00,14761.0,14826.0,2,Force Close,7,,,65.0,2600.0,2022-03-25
2022-03-27 19:00:00-04:00,2022-03-27 21:20:00-04:00,14738.75,14687.75,1,SL Yellow,7,,,-51.0,-1020.0,2022-03-27
2022-03-27 22:20:00-04:00,2022-03-28 01:00:00-04:00,14694.5,14681.0,2,SL Yellow,8,,,-13.5,-540.0,2022-03-27
2022-03-28 02:00:00-04:00,2022-03-28 05:00:00-04:00,14685.25,14689.75,1,SL Yellow,9,,,4.5,90.0,2022-03-28
2022-03-28 19:00:00-04:00,2022-03-29 05:00:00-04:00,14972.75,15048.75,1,TP Green,30,,,76.0,1520.0,2022-03-28
2022-03-29 19:00:00-04:00,2022-03-30 03:00:00-04:00,15217.75,15183.5,1,SL Yellow,24,,,-34.25,-685.0,2022-03-29
2022-03-30 10:20:00-04:00,2022-03-30 13:40:00-04:00,15225.25,15125.25,2,SL Yellow,10,,,-100.0,-4000.0,2022-03-30
2022-03-30 19:00:00-04:00,2022-04-01 00:20:00-04:00,15109.75,14919.0,1,SL Yellow,17,,,-190.75,-3815.0,2022-03-30
2022-04-03 19:00:00-04:00,2022-04-04 03:00:00-04:00,14836.25,14840.0,2,SL Yellow,24,,,3.75,150.0,2022-04-03
2022-04-04 04:20:00-04:00,2022-04-04 08:00:00-04:00,14875.0,14911.0,1,Force Close,11,,,36.0,720.0,2022-04-04
2022-04-04 19:00:00-04:00,2022-04-05 02:20:00-04:00,15156.0,15147.0,1,SL Yellow,22,,,-9.0,-180.0,2022-04-04
2022-04-05 03:00:00-04:00,2022-04-05 04:40:00-04:00,15161.75,15164.25,2,SL Yellow,5,,,2.5,100.0,2022-04-05
2022-04-05 19:00:00-04:00,2022-04-05 20:40:00-04:00,14838.0,14787.75,1,SL Yellow,5,,,-50.25,-1005.0,2022-04-05
2022-04-05 21:00:00-04:00,2022-04-06 03:20:00-04:00,14804.5,14758.75,2,SL Yellow,19,,,-45.75,-1830.0,2022-04-05
2022-04-06 19:00:00-04:00,2022-04-07 05:40:00-04:00,14506.75,14580.75,1,TP Green,32,,,74.0,1480.0,2022-04-06
2022-04-07 19:00:00-04:00,2022-04-08 04:00:00-04:00,14549.25,14618.0,1,TP Green,27,,,68.75,1375.0,2022-04-07
2022-04-10 19:00:00-04:00,2022-04-10 20:00:00-04:00,14357.25,14264.5,1,SL Yellow,3,,,-92.75,-1855.0,2022-04-10
2022-04-11 19:00:00-04:00,2022-04-11 20:40:00-04:00,13999.0,13937.75,2,SL Yellow,5,,,-61.25,-2450.0,2022-04-11
2022-04-12 02:00:00-04:00,2022-04-12 03:00:00-04:00,13958.5,13944.5,1,SL Yellow,3,,,-14.0,-280.0,2022-04-12
2022-04-12 03:40:00-04:00,2022-04-12 07:00:00-04:00,13965.0,13998.0,2,SL Yellow,10,,,33.0,1320.0,2022-04-12
2022-04-12 19:00:00-04:00,2022-04-13 01:20:00-04:00,13974.0,14078.75,1,TP Green,19,,,104.75,2095.0,2022-04-12
2022-04-13 19:00:00-04:00,2022-04-14 02:40:00-04:00,14230.25,14261.75,1,SL Yellow,23,,,31.5,630.0,2022-04-13
2022-04-17 19:00:00-04:00,2022-04-18 05:20:00-04:00,13790.25,13797.25,1,SL Yellow,31,,,7.0,140.0,2022-04-17
2022-04-18 06:00:00-04:00,2022-04-18 07:40:00-04:00,13805.75,13835.25,1,SL Yellow,5,,,29.5,590.0,2022-04-18
2022-04-18 08:20:00-04:00,2022-04-18 09:40:00-04:00,13854.0,13862.0,1,SL Yellow,4,,,8.0,160.0,2022-04-18
2022-04-18 19:00:00-04:00,2022-04-18 20:40:00-04:00,13975.25,13948.5,1,SL Yellow,5,,,-26.75,-535.0,2022-04-18
2022-04-18 21:20:00-04:00,2022-04-19 03:00:00-04:00,13970.5,13929.75,2,SL Yellow,17,,,-40.75,-1630.0,2022-04-18
2022-04-19 09:40:00-04:00,2022-04-19 10:40:00-04:00,13996.0,14136.5,1,TP Green,3,,,140.5,2810.0,2022-04-19
2022-04-19 19:00:00-04:00,2022-04-20 05:20:00-04:00,14087.25,14202.25,1,TP Green,31,,,115.0,2300.0,2022-04-19
2022-04-20 19:00:00-04:00,2022-04-21 02:00:00-04:00,14074.75,14062.5,1,SL Yellow,21,,,-12.25,-245.0,2022-04-20
2022-04-21 03:00:00-04:00,2022-04-21 05:20:00-04:00,14097.75,14134.25,2,SL Yellow,7,,,36.5,1460.0,2022-04-21
2022-04-21 06:00:00-04:00,2022-04-21 08:00:00-04:00,14147.25,14175.0,1,Force Close,6,,,27.75,555.0,2022-04-21
2022-04-21 19:00:00-04:00,2022-04-21 20:40:00-04:00,13710.5,13631.0,1,SL Yellow,5,,,-79.5,-1590.0,2022-04-21
2022-04-21 21:00:00-04:00,2022-04-22 03:00:00-04:00,13656.75,13735.25,2,TP Green,18,,,78.5,3140.0,2022-04-21
2022-04-24 19:00:00-04:00,2022-04-24 21:00:00-04:00,13323.0,13276.5,1,SL Yellow,6,,,-46.5,-930.0,2022-04-24
2022-04-24 23:00:00-04:00,2022-04-25 02:00:00-04:00,13289.5,13241.5,2,SL Yellow,9,,,-48.0,-1920.0,2022-04-24
2022-04-25 03:00:00-04:00,2022-04-25 07:00:00-04:00,13292.5,13186.75,1,SL Yellow,12,,,-105.75,-2115.0,2022-04-25
2022-04-25 19:00:00-04:00,2022-04-26 02:00:00-04:00,13533.0,13522.25,2,SL Yellow,21,,,-10.75,-430.0,2022-04-25
2022-04-26 19:00:00-04:00,2022-04-27 02:00:00-04:00,12976.5,13091.75,1,TP Green,21,,,115.25,2305.0,2022-04-26
2022-04-27 19:00:00-04:00,2022-04-28 03:00:00-04:00,13165.5,13274.25,1,TP Green,24,,,108.75,2175.0,2022-04-27
2022-04-28 19:00:00-04:00,2022-04-29 01:00:00-04:00,13256.25,13380.5,1,TP Green,18,,,124.25,2485.0,2022-04-28
2022-05-01 19:00:00-04:00,2022-05-02 03:40:00-04:00,12908.25,12905.25,1,SL Yellow,26,,,-3.0,-60.0,2022-05-01
2022-05-02 04:00:00-04:00,2022-05-02 07:00:00-04:00,12936.5,12878.25,2,SL Yellow,9,,,-58.25,-2330.0,2022-05-02
2022-05-02 09:40:00-04:00,2022-05-02 11:00:00-04:00,12954.0,12841.5,1,SL Yellow,4,,,-112.5,-2250.0,2022-05-02
2022-05-02 19:00:00-04:00,2022-05-02 22:40:00-04:00,13052.25,13156.0,2,TP Green,11,,,103.75,4150.0,2022-05-02
2022-05-03 19:00:00-04:00,2022-05-04 03:20:00-04:00,13115.0,13093.0,1,SL Yellow,25,,,-22.0,-440.0,2022-05-03
2022-05-04 03:40:00-04:00,2022-05-04 08:00:00-04:00,13121.25,13130.0,2,Force Close,13,,,8.75,350.0,2022-05-04
2022-05-04 19:00:00-04:00,2022-05-05 02:20:00-04:00,13513.5,13488.75,1,SL Yellow,22,,,-24.75,-495.0,2022-05-04
2022-05-05 19:00:00-04:00,2022-05-05 21:00:00-04:00,12857.5,12808.0,2,SL Yellow,6,,,-49.5,-1980.0,2022-05-05
2022-05-05 22:20:00-04:00,2022-05-06 03:00:00-04:00,12826.5,12816.0,1,SL Yellow,14,,,-10.5,-210.0,2022-05-05
2022-05-06 04:20:00-04:00,2022-05-06 07:00:00-04:00,12848.25,12747.0,2,SL Yellow,8,,,-101.25,-4050.0,2022-05-06
2022-05-08 19:00:00-04:00,2022-05-09 03:40:00-04:00,12615.5,12535.25,1,SL Yellow,26,,,-80.25,-1605.0,2022-05-08
2022-05-09 19:00:00-04:00,2022-05-09 20:00:00-04:00,12223.75,12116.0,2,SL Yellow,3,,,-107.75,-4310.0,2022-05-09
2022-05-09 21:00:00-04:00,2022-05-09 23:40:00-04:00,12189.75,12304.25,1,TP Green,8,,,114.5,2290.0,2022-05-09
2022-05-10 19:00:00-04:00,2022-05-11 00:40:00-04:00,12352.25,12451.5,1,TP Green,17,,,99.25,1985.0,2022-05-10
2022-05-11 19:00:00-04:00,2022-05-12 00:20:00-04:00,11998.0,11971.5,1,SL Yellow,16,,,-26.5,-530.0,2022-05-11
2022-05-12 10:40:00-04:00,2022-05-12 11:40:00-04:00,12067.75,11850.25,2,SL Yellow,3,,,-217.5,-8700.0,2022-05-12
2022-05-12 12:20:00-04:00,2022-05-12 13:20:00-04:00,11951.75,11779.75,1,SL Yellow,3,,,-172.0,-3440.0,2022-05-12
2022-05-12 19:00:00-04:00,2022-05-12 23:00:00-04:00,11961.25,12104.0,2,TP Green,12,,,142.75,5710.0,2022-05-12
2022-05-15 19:00:00-04:00,2022-05-15 21:20:00-04:00,12449.75,12398.0,1,SL Yellow,7,,,-51.75,-1035.0,2022-05-15
2022-05-16 19:00:00-04:00,2022-05-17 02:40:00-04:00,12265.5,12347.5,2,TP Green,23,,,82.0,3280.0,2022-05-16
2022-05-17 19:00:00-04:00,2022-05-17 21:20:00-04:00,12568.5,12521.25,1,SL Yellow,7,,,-47.25,-945.0,2022-05-17
2022-05-17 22:20:00-04:00,2022-05-17 23:20:00-04:00,12529.5,12480.0,2,SL Yellow,3,,,-49.5,-1980.0,2022-05-17
2022-05-17 23:40:00-04:00,2022-05-18 03:00:00-04:00,12501.5,12485.5,1,SL Yellow,10,,,-16.0,-320.0,2022-05-17
2022-05-18 19:00:00-04:00,2022-05-19 01:20:00-04:00,11877.25,11885.25,2,SL Yellow,19,,,8.0,320.0,2022-05-18
2022-05-19 01:40:00-04:00,2022-05-19 03:00:00-04:00,11894.25,11863.75,1,SL Yellow,4,,,-30.5,-610.0,2022-05-19
2022-05-19 09:20:00-04:00,2022-05-19 12:40:00-04:00,11948.5,11929.25,2,SL Yellow,10,,,-19.25,-770.0,2022-05-19
2022-05-19 19:00:00-04:00,2022-05-20 00:00:00-04:00,11897.25,12000.5,1,TP Green,15,,,103.25,2065.0,2022-05-19
2022-05-22 19:00:00-04:00,2022-05-22 22:00:00-04:00,11960.25,11934.25,1,SL Yellow,9,,,-26.0,-520.0,2022-05-22
2022-05-22 22:20:00-04:00,2022-05-23 03:20:00-04:00,11955.25,11980.75,2,SL Yellow,15,,,25.5,1020.0,2022-05-22
2022-05-23 03:40:00-04:00,2022-05-23 07:20:00-04:00,11988.0,11911.5,1,SL Yellow,11,,,-76.5,-1530.0,2022-05-23
2022-05-23 19:00:00-04:00,2022-05-24 01:20:00-04:00,11869.25,11817.0,2,SL Yellow,19,,,-52.25,-2090.0,2022-05-23
2022-05-24 05:40:00-04:00,2022-05-24 08:00:00-04:00,11832.25,11819.25,1,SL Yellow,7,,,-13.0,-260.0,2022-05-24
2022-05-24 08:20:00-04:00,2022-05-24 09:20:00-04:00,11838.5,11762.0,2,SL Yellow,3,,,-76.5,-3060.0,2022-05-24
2022-05-24 19:00:00-04:00,2022-05-25 02:00:00-04:00,11865.0,11825.0,1,SL Yellow,21,,,-40.0,-800.0,2022-05-24
2022-05-25 02:20:00-04:00,2022-05-25 03:20:00-04:00,11847.5,11816.75,2,SL Yellow,3,,,-30.75,-1230.0,2022-05-25
2022-05-25 09:20:00-04:00,2022-05-25 11:20:00-04:00,11839.25,11829.25,1,SL Yellow,6,,,-10.0,-200.0,2022-05-25
2022-05-25 19:00:00-04:00,2022-05-25 21:40:00-04:00,11923.5,11920.25,2,SL Yellow,8,,,-3.25,-130.0,2022-05-25
2022-05-26 03:20:00-04:00,2022-05-26 04:20:00-04:00,11941.5,11887.75,1,SL Yellow,3,,,-53.75,-1075.0,2022-05-26
2022-05-26 05:40:00-04:00,2022-05-26 08:00:00-04:00,11937.25,11970.25,2,Force Close,7,,,33.0,1320.0,2022-05-26
2022-05-26 19:00:00-04:00,2022-05-26 20:40:00-04:00,12280.0,12245.5,1,SL Yellow,5,,,-34.5,-690.0,2022-05-26
2022-05-26 21:00:00-04:00,2022-05-27 03:00:00-04:00,12259.5,12242.0,2,SL Yellow,18,,,-17.5,-700.0,2022-05-26
2022-05-27 03:20:00-04:00,2022-05-27 05:40:00-04:00,12252.75,12360.5,1,TP Green,7,,,107.75,2155.0,2022-05-27
2022-05-30 19:00:00-04:00,2022-05-30 20:20:00-04:00,12791.25,12730.75,1,SL Yellow,4,,,-60.5,-1210.0,2022-05-30
2022-05-31 19:00:00-04:00,2022-06-01 00:00:00-04:00,12686.5,12654.0,2,SL Yellow,15,,,-32.5,-1300.0,2022-05-31
2022-06-01 00:40:00-04:00,2022-06-01 01:40:00-04:00,12676.5,12621.25,1,SL Yellow,3,,,-55.25,-1105.0,2022-06-01
2022-06-01 02:00:00-04:00,2022-06-01 04:00:00-04:00,12645.0,12594.25,2,SL Yellow,6,,,-50.75,-2030.0,2022-06-01
2022-06-01 19:00:00-04:00,2022-06-02 03:20:00-04:00,12527.75,12618.25,1,TP Green,25,,,90.5,1810.0,2022-06-01
2022-06-02 19:00:00-04:00,2022-06-03 03:00:00-04:00,12927.0,12858.5,1,SL Yellow,24,,,-68.5,-1370.0,2022-06-02
2022-06-05 19:00:00-04:00,2022-06-05 23:40:00-04:00,12548.0,12634.0,2,TP Green,14,,,86.0,3440.0,2022-06-05
2022-06-06 19:00:00-04:00,2022-06-06 20:20:00-04:00,12591.75,12556.5,1,SL Yellow,4,,,-35.25,-705.0,2022-06-06
2022-06-06 21:00:00-04:00,2022-06-07 01:20:00-04:00,12568.25,12473.0,2,SL Yellow,13,,,-95.25,-3810.0,2022-06-06
2022-06-07 02:00:00-04:00,2022-06-07 06:00:00-04:00,12507.75,12507.5,1,SL Yellow,12,,,-0.25,-5.0,2022-06-07
2022-06-07 19:00:00-04:00,2022-06-07 23:00:00-04:00,12695.75,12659.5,2,SL Yellow,12,,,-36.25,-1450.0,2022-06-07
2022-06-08 02:20:00-04:00,2022-06-08 06:00:00-04:00,12681.5,12656.5,1,SL Yellow,11,,,-25.0,-500.0,2022-06-08
2022-06-08 06:20:00-04:00,2022-06-08 08:00:00-04:00,12659.75,12680.25,2,SL Yellow,5,,,20.5,820.0,2022-06-08
2022-06-08 19:00:00-04:00,2022-06-08 21:20:00-04:00,12631.5,12572.5,1,SL Yellow,7,,,-59.0,-1180.0,2022-06-08
2022-06-08 22:40:00-04:00,2022-06-09 04:40:00-04:00,12589.75,12704.0,2,TP Green,18,,,114.25,4570.0,2022-06-08
2022-06-09 19:00:00-04:00,2022-06-10 03:00:00-04:00,12313.25,12314.25,1,SL Yellow,24,,,1.0,20.0,2022-06-09
2022-06-10 04:00:00-04:00,2022-06-10 08:00:00-04:00,12352.0,12338.0,1,Force Close,12,,,-14.0,-280.0,2022-06-10
2022-06-12 19:00:00-04:00,2022-06-12 21:00:00-04:00,11692.25,11635.0,2,SL Yellow,6,,,-57.25,-2290.0,2022-06-12
2022-06-12 22:20:00-04:00,2022-06-13 02:00:00-04:00,11639.0,11593.0,1,SL Yellow,11,,,-46.0,-920.0,2022-06-12
2022-06-13 03:00:00-04:00,2022-06-13 04:00:00-04:00,11619.0,11462.75,2,SL Yellow,3,,,-156.25,-6250.0,2022-06-13
2022-06-13 19:00:00-04:00,2022-06-14 00:00:00-04:00,11360.0,11484.5,1,TP Green,15,,,124.5,2490.0,2022-06-13
2022-06-14 19:00:00-04:00,2022-06-15 00:40:00-04:00,11366.75,11380.25,1,SL Yellow,17,,,13.5,270.0,2022-06-14
2022-06-15 01:40:00-04:00,2022-06-15 05:20:00-04:00,11415.75,11406.0,1,SL Yellow,11,,,-9.75,-195.0,2022-06-15
2022-06-15 05:40:00-04:00,2022-06-15 08:00:00-04:00,11424.0,11453.75,2,Force Close,7,,,29.75,1190.0,2022-06-15
2022-06-15 19:00:00-04:00,2022-06-15 22:00:00-04:00,11678.25,11698.75,1,SL Yellow,9,,,20.5,410.0,2022-06-15
2022-06-15 23:00:00-04:00,2022-06-16 01:00:00-04:00,11711.0,11618.25,1,SL Yellow,6,,,-92.75,-1855.0,2022-06-15
2022-06-16 19:00:00-04:00,2022-06-17 02:00:00-04:00,11183.5,11183.0,2,SL Yellow,21,,,-0.5,-20.0,2022-06-16
2022-06-17 03:20:00-04:00,2022-06-17 08:00:00-04:00,11215.5,11259.0,1,Force Close,14,,,43.5,870.0,2022-06-17
2022-06-19 19:00:00-04:00,2022-06-19 20:40:00-04:00,11405.5,11356.75,1,SL Yellow,5,,,-48.75,-975.0,2022-06-19
2022-06-19 23:20:00-04:00,2022-06-20 03:00:00-04:00,11385.25,11339.0,2,SL Yellow,11,,,-46.25,-1850.0,2022-06-19
2022-06-20 03:20:00-04:00,2022-06-20 08:00:00-04:00,11368.5,11381.0,1,Force Close,14,,,12.5,250.0,2022-06-20
2022-06-20 19:00:00-04:00,2022-06-20 23:00:00-04:00,11408.5,11490.5,1,TP Green,12,,,82.0,1640.0,2022-06-20
2022-06-21 19:00:00-04:00,2022-06-21 20:00:00-04:00,11561.0,11544.0,1,SL Yellow,3,,,-17.0,-340.0,2022-06-21
2022-06-22 09:40:00-04:00,2022-06-22 10:20:00-04:00,11603.0,11743.75,2,TP Green,2,,,140.75,5630.0,2022-06-22
2022-06-22 19:00:00-04:00,2022-06-22 21:40:00-04:00,11507.5,11506.5,1,SL Yellow,8,,,-1.0,-20.0,2022-06-22
2022-06-22 23:00:00-04:00,2022-06-23 03:00:00-04:00,11537.5,11513.0,2,SL Yellow,12,,,-24.5,-980.0,2022-06-22
2022-06-23 04:00:00-04:00,2022-06-23 08:00:00-04:00,11602.5,11653.75,1,Force Close,12,,,51.25,1025.0,2022-06-23
2022-06-23 19:00:00-04:00,2022-06-23 22:40:00-04:00,11713.0,11824.5,1,TP Green,11,,,111.5,2230.0,2022-06-23
2022-06-26 19:00:00-04:00,2022-06-26 22:20:00-04:00,12110.5,12199.5,1,TP Green,10,,,89.0,1780.0,2022-06-26
2022-06-27 19:00:00-04:00,2022-06-27 22:00:00-04:00,12062.75,12025.0,1,SL Yellow,9,,,-37.75,-755.0,2022-06-27
2022-06-28 02:00:00-04:00,2022-06-28 03:20:00-04:00,12111.25,12071.5,2,SL Yellow,4,,,-39.75,-1590.0,2022-06-28
2022-06-28 04:20:00-04:00,2022-06-28 08:00:00-04:00,12098.25,12083.5,1,Force Close,11,,,-14.75,-295.0,2022-06-28
2022-06-28 19:00:00-04:00,2022-06-28 20:40:00-04:00,11674.25,11660.25,2,SL Yellow,5,,,-14.0,-560.0,2022-06-28
2022-06-28 21:00:00-04:00,2022-06-29 02:20:00-04:00,11673.0,11670.5,1,SL Yellow,16,,,-2.5,-50.0,2022-06-28
2022-06-29 07:40:00-04:00,2022-06-29 08:00:00-04:00,11691.75,11701.0,2,Force Close,1,,,9.25,370.0,2022-06-29
2022-06-29 19:00:00-04:00,2022-06-29 21:00:00-04:00,11686.0,11630.75,1,SL Yellow,6,,,-55.25,-1105.0,2022-06-29
2022-06-29 21:20:00-04:00,2022-07-01 00:00:00-04:00,11651.0,11395.5,2,SL Yellow,9,,,-255.5,-10220.0,2022-06-29
2022-07-03 19:00:00-04:00,2022-07-03 20:40:00-04:00,11603.75,11536.75,1,SL Yellow,5,,,-67.0,-1340.0,2022-07-03
2022-07-04 01:20:00-04:00,2022-07-04 03:00:00-04:00,11538.5,11531.5,2,SL Yellow,5,,,-7.0,-280.0,2022-07-04
2022-07-04 05:20:00-04:00,2022-07-04 08:00:00-04:00,11564.25,11558.75,1,Force Close,8,,,-5.5,-110.0,2022-07-04
2022-07-04 19:00:00-04:00,2022-07-04 22:20:00-04:00,11727.75,11660.5,2,SL Yellow,10,,,-67.25,-2690.0,2022-07-04
2022-07-05 02:00:00-04:00,2022-07-05 03:00:00-04:00,11686.25,11665.25,1,SL Yellow,3,,,-21.0,-420.0,2022-07-05
2022-07-05 13:20:00-04:00,2022-07-05 17:00:00-04:00,11696.25,11811.5,2,TP Green,11,,,115.25,4610.0,2022-07-05
2022-07-05 19:00:00-04:00,2022-07-05 21:40:00-04:00,11809.0,11806.0,1,SL Yellow,8,,,-3.0,-60.0,2022-07-05
2022-07-05 23:40:00-04:00,2022-07-06 01:40:00-04:00,11816.5,11771.0,2,SL Yellow,6,,,-45.5,-1820.0,2022-07-05
2022-07-06 02:40:00-04:00,2022-07-06 04:20:00-04:00,11788.75,11775.5,1,SL Yellow,5,,,-13.25,-265.0,2022-07-06
2022-07-06 19:00:00-04:00,2022-07-07 02:20:00-04:00,11885.25,11905.75,2,SL Yellow,22,,,20.5,820.0,2022-07-06
2022-07-07 02:40:00-04:00,2022-07-07 06:00:00-04:00,11920.5,11899.75,1,SL Yellow,10,,,-20.75,-415.0,2022-07-07
2022-07-07 06:20:00-04:00,2022-07-07 08:00:00-04:00,11910.75,11929.0,2,Force Close,5,,,18.25,730.0,2022-07-07
2022-07-07 19:00:00-04:00,2022-07-07 22:40:00-04:00,12104.5,12073.25,1,SL Yellow,11,,,-31.25,-625.0,2022-07-07
2022-07-09 14:40:00-04:00,2022-07-10 21:00:00-04:00,12160.25,12088.75,2,SL Yellow,10,,,-71.5,-2860.0,2022-07-09
2022-07-11 19:00:00-04:00,2022-07-11 20:20:00-04:00,11887.75,11864.25,1,SL Yellow,4,,,-23.5,-470.0,2022-07-11
2022-07-12 07:20:00-04:00,2022-07-12 08:00:00-04:00,11893.5,11866.25,2,Force Close,2,,,-27.25,-1090.0,2022-07-12
2022-07-12 19:00:00-04:00,2022-07-13 03:40:00-04:00,11772.75,11795.5,1,SL Yellow,26,,,22.75,455.0,2022-07-12
2022-07-13 04:20:00-04:00,2022-07-13 06:20:00-04:00,11819.5,11800.0,1,SL Yellow,6,,,-19.5,-390.0,2022-07-13
2022-07-13 06:40:00-04:00,2022-07-13 08:00:00-04:00,11810.75,11834.5,2,Force Close,4,,,23.75,950.0,2022-07-13
2022-07-13 19:00:00-04:00,2022-07-14 01:40:00-04:00,11688.75,11716.25,1,SL Yellow,20,,,27.5,550.0,2022-07-13
2022-07-14 13:40:00-04:00,2022-07-14 18:20:00-04:00,11728.25,11836.75,1,TP Green,12,,,108.5,2170.0,2022-07-14
2022-07-14 19:00:00-04:00,2022-07-15 01:20:00-04:00,11832.0,11812.0,1,SL Yellow,19,,,-20.0,-400.0,2022-07-14
2022-07-15 01:40:00-04:00,2022-07-15 02:20:00-04:00,11826.25,11798.0,2,SL Yellow,2,,,-28.25,-1130.0,2022-07-15
2022-07-15 03:20:00-04:00,2022-07-15 08:00:00-04:00,11817.25,11787.25,1,SL Yellow,14,,,-30.0,-600.0,2022-07-15
2022-07-17 19:00:00-04:00,2022-07-18 03:20:00-04:00,12063.0,12159.25,2,TP Green,25,,,96.25,3850.0,2022-07-17
2022-07-18 19:00:00-04:00,2022-07-19 00:40:00-04:00,11919.25,11908.0,1,SL Yellow,17,,,-11.25,-225.0,2022-07-18
2022-07-19 01:00:00-04:00,2022-07-19 03:20:00-04:00,11926.25,11918.0,2,SL Yellow,7,,,-8.25,-330.0,2022-07-19
2022-07-19 04:20:00-04:00,2022-07-19 08:00:00-04:00,11943.0,11997.25,1,Force Close,11,,,54.25,1085.0,2022-07-19
2022-07-19 19:00:00-04:00,2022-07-20 01:00:00-04:00,12322.5,12319.5,1,SL Yellow,18,,,-3.0,-60.0,2022-07-19
